,count,hate_speech,offensive_language,neither,class,tweet
4580,3,0,3,0,1,@PussyBeezus_ whatever hoe
4581,4,0,4,0,1,@PzFeed This guy would SO get a show on Spike if they could somehow revive the son of a bitch. I'd watch.
4582,3,2,1,0,0,@QUAN1T0 You retarded bruh lol
4583,3,0,0,3,2,"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids."
4586,3,0,3,0,1,@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that bitches porch drunk and yelling. Holy shit.she was right..I am kanye
4587,6,0,6,0,1,@QuavoStuntin my bitch got the dope in her panties sssshhhhh you to Dramatic
4588,3,1,2,0,1,"@QueChele u know how Hispanics be takin All the jobs these niggers won't? Yeah, somethin like a hispanic"
4589,3,0,3,0,1,@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up
4590,6,0,6,0,1,@QueenSAVage97 @FresH_BoY_Will how you gonna compare sushi to pussy tho there ain't no dicks going in your sushi &#128514;
4591,3,0,0,3,2,@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;
4592,3,0,3,0,1,"@QueenShyba laughin at my screenshots. no bitch, this might be a code red."
4593,3,1,2,0,1,@Queen_Kaaat how about I just fuck you right in the pussy
4594,3,3,0,0,0,@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin hes a lying faggot. he used inspect element to change the number of dollars in his account.
4595,3,1,2,0,1,@R3lentlssTr0ll @AnastasiaPacana yes i like dick and i hate bitches. who am i now?
4596,6,2,3,1,1,@RAEPaelMunturo @WorldStarFunny aye sae en feeld kawkin dyke
4597,6,0,6,0,1,@RAEPaelMunturo apparently not many bitches have seen that
4599,6,0,6,0,1,@REAL_Kaysavage that bitch was going or nawl
4600,3,0,3,0,1,@REM_2014 @FunnyPicsDepot @DavetheBrave1 bitch ass voices in his head haha
4601,3,1,2,0,1,@REM_2014 @SupahFienMode bitch ass Jorge Haha ain't you at work nigga?
4602,3,0,3,0,1,@REM_2014 I'm drunk that hoe by myself bro solo dolo
4603,3,1,2,0,1,@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya
4604,3,1,2,0,1,@RFam2550 shut up faggot
4605,3,1,2,0,1,@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk
4607,3,0,3,0,1,@RJ_diggins86 get some sleep pussy.
4608,3,0,3,0,1,"@RNIC_BAM - you heard me.&#128530; letting people know you having relationship problems &amp; arguing on here, that's what them hoes like, so stop."
4609,3,0,0,3,2,@RPopBox @boxing Yeah he definitely wasn't the same guy who fought Lara but he cuts the ring off well which should be a huge boon to Canelo
4610,3,3,0,0,0,@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.
4611,3,2,1,0,0,@RabehChararah1 lmaoo what a fag
4612,3,0,3,0,1,@Rachijuana I popped a Molly every day last year #beat#that#bitch
4613,3,0,3,0,1,"@RacistNegro69 @MrMooncricket fuck you, punk ass racist lil dick bitch. I've reported you fool."
4614,3,0,0,3,2,"@RainCaudillo word. Do any of ur decisions include anchor, feather, infinity sign, bird?"
4615,3,0,0,3,2,"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)"
4616,3,0,3,0,1,"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!"
4617,3,0,3,0,1,@Rams_6 happy birthday bitch!
4618,3,0,3,0,1,@Ranae_26 i can't why you up hoe &#9825;&#9825;
4619,3,1,2,0,1,@Rasheed_Sheen everything but im outside come get this bitch
4620,9,0,9,0,1,@Rasheed_Sheen man damn dude come get this bitch lml
4621,3,0,0,3,2,@RatchetSue the only thing better than a bargain is a Yankee bargain.
4622,3,0,3,0,1,@Raul_leura @no_way_hoesaaay lmao that nigga was about to go Beethoven on that bitch &#128514;
4623,3,0,3,0,1,@RavenPeltier_ @Jesuslovinj @_B_R_Y_C_E_ still a bitch though
4624,3,0,3,0,1,@RavenPeltier_ these hoes ain't loyal
4625,3,0,0,3,2,@Rawker8 @Ronnie2K @NBA2K get some money and stop playing that old trash.
4627,3,0,3,0,1,@Ray_dec15 haha yeah they do say im a little bitch
4628,3,0,3,0,1,"@RealFannyMagnet with pick up lines like you have...I bet you get so much pussy, the numbers are in the negative."
4629,3,0,0,3,2,"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"""
4630,6,0,6,0,1,@RealNiggaSherm bitch
4631,6,0,5,1,1,@RealNiggaSherm wen he ho dwn da road
4632,3,0,2,1,1,@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors
4634,3,0,3,0,1,"@RealSkipBayless @KingJames is a little bitch , that's why"
4635,3,0,2,1,1,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash
4637,3,1,2,0,1,@RealSkipBayless of course u would you PC lemming.one just says the word nigger.the other has all the potential to reek havoc on society
4638,3,0,3,0,1,@RealWallieWall Ms. Martinez fuckin with the cripple kid?!
4639,3,0,2,1,1,@RealWallieWall Sheet i can't do that too a cripple
4640,3,0,3,0,1,"@RealYdotGdot We in dat bitch, my dude!!!"
4642,6,0,6,0,1,@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74
4643,3,0,0,3,2,@RebellBlume Hats on us not trash tho lol
4645,3,1,2,0,1,@Reed8608 My nigga know he a bitch
4646,3,2,1,0,0,@ReiddH i agree my fellow cracker.
4647,3,0,3,0,1,"@Rellokid George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes."
4648,3,0,3,0,1,@Rene_gadeCowboy Of course. I was being bitch. Learned from my mom how to make a guy feel like he's 1 foot tall.
4650,3,2,0,1,0,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.
4651,3,2,1,0,0,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.
4652,3,0,3,0,1,@ResiDinero bitch crib while she cooks me cheesed eggs
4654,3,0,2,1,1,@ResiDinero we some hoes bruhhh lol
4655,3,0,3,0,1,@ResiDinero ya bitch crib
4656,3,0,2,1,1,@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro
4657,3,0,0,3,2,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo
4658,3,0,3,0,1,@RetroReasoning retarded pussy games #notPC
4660,3,2,1,0,0,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages"
4661,3,0,3,0,1,@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit
4663,4,0,4,0,1,@RichBum_Mitch say how you do that I got this lil bitch who ain't getting the memo
4664,3,0,3,0,1,"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo"
4665,3,0,0,3,2,@RichardEngel ugh..and lemme guess they have yellow cake too? Heard this story before..
4666,3,2,1,0,0,@RichxInxFlavor I'm not a fag. Gtfo
4667,3,0,3,0,1,@RickBakas Not hard to...she's kind of a hoe. &#128513;
4668,3,1,2,0,1,@RickiRoma bitch watch ya tone before I drag you to the recycling bin you bitch ass nigga. You gon end up like limewire ol .exe ass nigga
4669,3,1,2,0,1,@RickiRoma shut the fuck up. You guys a mediocre washed basura juice. Sit down and win close games against raiders and jets faggot
4670,3,0,3,0,1,@RickyNgan target got them high class hoes
4672,3,1,2,0,1,@Ricky___m you bitch -.-
4674,3,0,3,0,1,@RightWay2 getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.
4675,6,0,6,0,1,@Righteouz_ @growejr I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114
4676,6,0,6,0,1,@Righteouz_ @growejr that bitch should be in jail for that 114-114
4677,6,2,4,0,1,@Righteouz_ lmfao!!!!! I remember all the rednecks in my school with that shit lol
4678,3,0,3,0,1,@RihannaHasAids I had free tickets and couldn't go because I had chemistry ain't that a bitch
4679,3,1,2,0,1,@RihannaHasAids I knew farquaad a faggot
4680,3,0,3,0,1,@Rik_FIair Pusha T and Ye gonna have to write the whole bitch
4681,3,3,0,0,0,"@RileyCooper_14 so your a ""nigger"" fighter huh"
4683,3,0,3,0,1,@RishaaWilliams byee iverrishaa &#128514;&#128514; ghetto ass name
4684,6,1,3,2,1,@RivenbarkYahoo @hale_razor jim Hogg county a dirt poor democrat leaning county.. Hebronville is it's seat. Been there it's a near ghetto
4685,3,0,3,0,1,@RnadJorell Knocked that bitch soul out her body lol
4686,3,2,1,0,0,@RniSwirvinn @LilKev_J no ur wrong stupid nigger
4687,3,0,3,0,1,@Rob215__ @thereal_2raw on god my bitch bad
4688,3,0,0,3,2,@RobDa64 thanks!!! Now go clean that trash can ya lil nasty! Lol
4689,3,0,2,1,1,@RobFernau @GregAbbott_TX @NRA dead babies piled up like trash at a dump Something to be proud of
4690,3,0,3,0,1,@Rob_San9993 ha lol like at selenas horny bitch lol
4691,3,0,0,3,2,"@RobertGBeckel: ""Do you know how good Ho-Ho's are at 2am?"" @AndreaTantaros answers, ""You haven't given up all your ho-ho's."" Whoa. @TheFive"
4692,3,0,3,0,1,@RobinColdiron those god damn bitches smh run away!!!
4693,3,0,3,0,1,"@RobinFury Drake is bitch made for that, likes Phonte so much and won't do a track over that...."
4694,3,0,3,0,1,@Roc_SS @BallHawk_Carter nah son we ca go half if it was my girl bitches be wanting to spend 400 and up on some fake hair
4695,3,0,3,0,1,@Rock76_ like who let em bring Da heat in dis bitch &#128563;&#128552; .. #linkup bro
4696,3,0,3,0,1,@Rocko4Real is one of the rawest niccas doin dis shit!
4697,3,0,3,0,1,@RodMarley44 fr 12 was Finna bam a nicca he said yu lucky I jus got a robbery call
4700,3,0,3,0,1,@RomeoTorres99 bro do you fist bitches with that shit
4701,3,1,2,0,1,@Ron_Ron_12 it's a song hoe
4702,6,1,1,4,2,@RonanFarrow Yeah we know about Anglo-American principles.#slavery #hate #racism
4703,3,0,0,3,2,"@Ronnie2K not just @Pharrell gave 2k a trash non-basketball soundtrack, y'all still have problems with servers &#128530;"
4704,3,0,0,3,2,"@RonnieMack12 dawg, you so trash your momma got charged with littering when she dropped you off for school"
4705,3,1,2,0,1,@RooDee_Poo Aye bitch.
4706,3,0,2,1,1,@Rorschach7 But not disaster pussy. That thing is a wreck.
4707,3,1,2,0,1,@Rosaalbae @iH8TvvitterHoes faggot but you sent me hella nudes. Hmmmm
4708,3,2,1,0,0,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy."
4709,3,1,2,0,1,"@Roscoedash shut the fuck up, your wack as fuck. Garbage mohawk having faggot, stop making music and shovel my snow scrub."
4710,3,0,3,0,1,@RoseGoldBenzo duh...lol. Me tweeting about eating pussy from the back with my tongue in that made that obvious...lol
4711,3,1,2,0,1,@Rosie @politicususa only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him
4715,3,0,3,0,1,@RoyallyKate So says the one who fills an empty hole inside herself by worshiping a royal. Who 4 all u kno may be a raging snotty bitch
4716,3,0,0,3,2,@Royceda59 Green bananas are better then yellow ones too.
4717,3,0,0,3,2,@RubyFakhoury @Nyquil_Dreams @guynamedjordan lets not forget the fact that everyone and their mother has yellow fever
4718,3,0,1,2,2,@RudyJay711 Asains had to take the Wu Tang Clan; the draft was suppose to be for half breed like me and @MikeTaylorShow #FallingInTheDraft
4719,3,0,3,0,1,@Rugarickrockers Ima make you a sick entrance song my nig
4720,3,1,2,0,1,@RuizMaria15 you let me know then lol I'll go over and kill all them hoes
4721,3,2,1,0,0,@RunuldoRants faggot sack
4722,3,1,2,0,1,@RussellTpot @ebgbz1 I am just saying.. I would beat you down like the bitch that you are... then put my foot on your neck and shoot you
4723,3,0,3,0,1,@RussellTpot LOL dude.. I wish they hadn't. I got a DD214 that would make a pussy like you cry for the enemy.
4724,3,1,2,0,1,@Rvm3o bitch Boy
4725,3,0,3,0,1,@Rvm3o bitch.
4726,3,0,3,0,1,@Rvm3o no reason to hit with you when I know you pussy I won't get no cool points
4727,3,0,3,0,1,"@RyanTravers1 I lied, it hurt like a bitch, and it bruises your arm. I would suggest you don't do it lol"
4731,3,2,1,0,0,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers))
4732,3,0,3,0,1,@SAMMI_boyden idk let's do some redneck shit. ask samuela.
4733,3,0,3,0,1,@SAMMI_boyden if we don't hang out until the concert smh ima kill a bitch
4734,3,2,1,0,0,@SAMMI_boyden well he's a cunt and he can suck my ass
4735,3,1,2,0,1,@SAMMI_boyden you fucking twat just start talking
4736,3,0,3,0,1,@SAULSOF1LTHY pussy boi
4737,3,0,3,0,1,@SAULSOF1LTHY you aint shit pussy lol go get hit you aint been touched in 10 yrs lmfao
4738,3,0,0,3,2,@SBPart01 @melodybrooke11 fuzzy dice might be the nicest thing you could put in your car lol &#127922;&#127922;
4739,3,0,0,3,2,@SFGiants trash smh game rigged bumgarner took roids
4740,3,0,2,1,1,@SHAIkethatAss and I replied hoe http://t.co/738UP5PLia
4741,3,0,3,0,1,"@SHanafin34 gotta love Tanner Country, hoes &amp; all,haha!"
4742,3,0,3,0,1,"@SKEEerra thanks, the bitch that proofread my tweets on vacation this week..."
4743,3,3,0,0,0,@SMASEY you're such a faggot
4744,3,0,0,3,2,"@SMLBound cracker jack work, cdc - did ya think of checking THE PLANE FULL OF PEOPLE?"
4745,3,2,0,1,0,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?
4746,3,0,2,1,1,@SNEAKERLUKE @wojtata @MIKEYMIKEROWAVE @JoeCushKush poor 5SOS has annoying ass cunts as fans. They don't care about you at all you know.
4747,3,0,3,0,1,@SPIFFY_VUITTON I gotta start treatin these ugly hoes like dimes.. Before they get fine on my ass
4748,3,0,3,0,1,@SPIFFY_VUITTON You see the bitch with the fake leg that's bout to come on?? Lmao She kinda bad doe in the Pole
4749,3,0,3,0,1,@SPIFFY_VUITTON her pussy smell like boiled hot dog water and lizard dick.
4750,3,0,0,3,2,@SSickStory Lester tried to eat your bird
4751,3,2,1,0,0,"@STACCS_WNT_FOLD you tell me, coon."
4752,3,0,0,3,2,@SVL305 but @leemcastro is not even a blogger. He doesn't have the moxy or credentials to do anything by himself and create a brand.
4753,3,0,3,0,1,@SWANKpatrone nonexistent hoes
4754,3,2,1,0,0,@S_Roach happy birthday nicca do coon shit in a responsible way.
4756,3,0,3,0,1,@SacTownProdigy lol just like RGIII and go out like a weak bitch and return the next year and win 3 games
4757,3,1,0,2,2,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila I just noticed you guys called me a jiggaboo
4758,3,1,2,0,1,@SactownProidgy @SpeakComedy @yunglucy_ @karon_avila Nigga I will get dick cheese and force you to eat it bitch
4759,4,0,4,0,1,@SadderDre @PoeticGenius19 who knows man. That Uncle Tom mentality will never die. Ol Martin Baker headass
4760,3,0,2,1,1,@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?
4761,3,0,3,0,1,"@SalaciousSully Tony drinking sloppily and saying 'What? I cunt hear you, bare ass me again'"
4762,3,0,1,2,2,@SalaciousSully hopefully not back in da ghetto?
4763,3,0,1,2,2,"@SallyBitesAlot lol find a ""redneck"" from oakleaf to take you"
4764,3,0,2,1,1,@Salondotcom @FoolishReporter I can tell from this tweet that you're a twat.
4765,3,0,0,3,2,"@SaltyBlackBroad ma'am ...Did you clear that tweet with the @NAACP ? Careful they may brand you ""race traitor"" for the nerve of thinking&#9786;&#65039;"
4766,3,0,1,2,2,@SamFeistCNN @CNNPolitics your opinion plz. When election over will there be any improvement or will BO still be allowed to trash America?
4767,4,1,3,0,1,@SamRomero95 @KxRxSxB timber nigger
4768,3,0,0,3,2,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.
4769,3,0,3,0,1,@SammyLightning_ I got hoes in different area codes
4770,3,0,3,0,1,@SammyLightning_ I roll up to a bitch an dey like http://t.co/ja8t60VgGE
4771,3,0,3,0,1,@SammyLightning_ Tim's a pussy
4772,3,0,3,0,1,@SammySkinner hey nig
4773,3,0,0,3,2,@Sammy_Sicko Get me a bag of those pink n white coloured van sweets please. Thanks dude :-)
4774,3,0,3,0,1,@Sammytbh thats what i thought pussy..
4775,3,3,0,0,0,@Sammytbh whats your youtube channel then faggot
4776,3,0,3,0,1,@Sammytbh you're not fucking relevant... you get followers from follow trains and then unfollow people because you're a faggot...
4777,3,1,2,0,1,@SandraGuzman_ nigger*
4778,6,0,6,0,1,@SarahAuten bitch slap that asshole....with a chair!
4779,3,1,2,0,1,"@SarahKSilverman Just saw your black NRA skit. It was vile. You're not funny. Was a fan of yours, not anymore. #cunt"
4780,3,0,3,0,1,@SarahLevitz &#128514;&#128557; okay but I'm the shit hoe.
4782,3,2,0,1,0,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay
4783,3,1,2,0,1,"@Sasha_The_II @ATFierce @QueenKhia That bitch is so stupid! It's the BEY hive, not the BEE hive. Lil Kim was the Queen B, Bey IS Queen B"
4784,3,0,3,0,1,@SavageNiggg @ChillAssTweets_ no bitch
4785,3,0,3,0,1,"@SavageSaiyan4 Real shit, that light armor is a bitch to find tho"
4786,3,1,2,0,1,@SayitAINTChey! This bitch is RTing hella cheese tweets right after I said I was lactose intolerant!! Why you gotta do that to me?! ;c
4787,3,0,3,0,1,@ScHoolboyCole and yes i said spitted bitch
4788,3,0,3,0,1,@ScHoolboyCole you a bitch for
4789,6,0,5,1,1,@ScanBC hoe the cookie crisp cop is on the case.
4790,3,0,3,0,1,@SchoolBoyG_ why you gotta phone in your avi texting but you got negative bitches?
4791,3,1,2,0,1,@SchulzGrayson @Dswizzle3 and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
4792,3,0,3,0,1,@SchulzGrayson @Dswizzle3 if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy
4793,3,0,3,0,1,@SchulzGrayson @Dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy
4794,3,3,0,0,0,"@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase"
4795,3,0,3,0,1,@SchulzGrayson @Dswizzle3 you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting
4796,3,1,0,2,2,@Scoob3y yeah and you're gonna play with retards who wanna do drugs all day but &#128056;&#9749;&#65039;
4797,3,0,2,1,1,@ScootieMcB bitches need guidance. Lol
4799,3,0,0,3,2,@ScottFerrall @HowardStern PHOTOS: Kate Upton cheers on the Yankees at last night's game http://t.co/Q2SVYRHUDu
4800,3,0,2,1,1,@Scottt3130 @Brantality @hunterxsfob I think he's retarded or somethin http://t.co/E4P56JkqcX
4801,3,0,3,0,1,@Scottyplagues @dancingxburrito @ReganLeahhh come to the Davis show and celebrate with me you retard
4802,3,2,1,0,0,@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot
4803,3,0,2,1,1,@SeQuoia_Gabris yeah hoe!
4804,3,0,0,3,2,@SeanRossSapp Don't think anyone is mocking the man. I've seen people mock the bespectacle of social media mourning. Cultural zeitgeist of
4805,3,0,3,0,1,@Seanability I love her too much. Maybe one of my bitchier birds...
4806,3,0,3,0,1,@SeauxCocoa you getting new pussy and not sharing??
4808,3,0,1,2,2,"@Selecta_kerry I seeing ppl saying running a train on a bird, and a parry is the same thing, but das not what I know..so looking for clarity"
4809,3,0,1,2,2,"@SelfCuttingGirl @AnthonyCumia I thought he would think it was cute...you know, like when you shut your clam up for 5 minutes! #dunce"
4810,3,0,3,0,1,@SelfMadee_YG wya bitch
4811,3,1,0,2,2,@Selxnaa I'm redneck crazy
4812,3,0,1,2,2,"@SemiMooch and I believe we all evolved or whatnot, but I find it hard to believe that we all came from apes"
4813,3,0,0,3,2,@SenMikeLee just pulled out his pocket Constitution! Bring it man! @tedcruz just mocked McCain's wacko-birds comment! HaHaHa!!!!! #standtall
4814,3,0,3,0,1,@SethMacFarlane Deep in my pussy were your tongue should be. Dial 911 if you need halp.
4815,3,2,1,0,0,@SexWith_SocksOn faggot
4816,3,1,2,0,1,@SeymourBlanco you were supposed to hang w me this week nigger
4817,3,1,2,0,1,@ShainaRakia doubt it cause a bitch aint nothing but a nigga downfall
4818,3,0,3,0,1,@ShainaRakia only great thing these bitches can offer &#128514;&#128514;&#128514;
4819,3,1,2,0,1,@ShakiyaTeniece @celebrity_ke she said she aint tricking off on them hoes...lls...foolish
4820,3,0,3,0,1,@ShareA40Ounce bad bitch with an open mouth
4821,3,0,3,0,1,@ShareA40Ounce trying to get a job after age 50 is a real bitch let alone a new career. Out of work 1.5 years. About to be homeless.
4822,3,1,2,0,1,"@SharpayyDoll cunt nigger fuck balls tits cocksucker piss dick kike. If you can't take swearing, don't go on the god damn internet."
4823,3,0,3,0,1,@ShawnHarvey0 I'm finna get my leg dne &amp; my hands catch up hoe
4824,3,0,3,0,1,@ShawnIrwin9 good one fag boy.
4825,3,2,1,0,0,@ShawnIrwin9 okay closet fag
4826,3,0,3,0,1,@ShawnieceQB i remember a time when Hilfiger wus seen as being above Polo...until he said he aint wan niggers wearing his ish...
4827,3,0,3,0,1,@Shawty_Im_Out cunt
4828,3,0,3,0,1,@ShayLovesYa bitch u lame as fuk lol
4829,3,1,2,0,1,@SheanXIV &#128514; yea ion do Brussel sprouts .. I barely do cordon Bleu but I wanted to try something dif .. I get tired of nigger foods
4830,3,0,0,3,2,@Sheen300 Ok. So for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small African child?
4831,6,1,5,0,1,@ShenellyB lol u knw dem project bitches be having dem light brown roaches we call dem water bugs &#128514;&#128514;
4832,3,0,0,3,2,"@ShepNewsTeam LMAO dude, you said we would get no commitment from Saudi Arabia or Jordan! How does crow taste? More proof you are full of it"
4833,3,0,3,0,1,@ShesLeslee you sure ?. . . And lmao pussy!
4835,3,1,2,0,1,@Shmalec13 chad reeds a fag he's a 5th kinda guy
4836,3,2,1,0,0,@Shmalec13 ya fag
4837,3,0,0,3,2,@ShojoAIE a bright neon yellow gauntlet
4838,3,0,3,0,1,@ShotMoistBoyce you be fucking with to many hoes .
4839,3,2,0,1,0,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing
4840,3,0,3,0,1,"@SicilianInHeels @y3lla lol that's basically like the ""you got too many hoes"" curve"
4841,3,0,3,0,1,"@SideHoeNextDoor with your height, yeah. Chunky bitch"
4842,3,0,3,0,1,@SierraBell15 just called me a basic bitch and I'm not sure how I feel about it
4843,3,0,3,0,1,@SilverbirdUSA and retarded. Love is always retarded. #sentimental
4844,3,0,3,0,1,@SimonCowell what a little bitch
4845,3,0,3,0,1,@SimoneNicole3 follow me u sexy bitch
4846,3,0,3,0,1,@SimplyAJ22 lebron is a bitch #damian
4847,3,0,3,0,1,@SinexDerek those guys are pussies &#128527;&#128079;
4848,3,0,0,3,2,@Sisson11Noah there is a bird here on the ground and it's still alive I can't believe it
4849,3,1,2,0,1,@Sisteena_ And does he know you're calling him a fag?
4850,3,0,3,0,1,@SkinnyKenny13 @Zaytovenn__ shiddd add me I a turn that bitch up lmao
4851,3,0,3,0,1,@SkippyLongDick i will literally confront some bitch asses! Fo reall. Trill.
4852,3,2,1,0,0,@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police
4853,3,2,1,0,0,"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%"
4854,3,0,3,0,1,@SlowDollaz photoshop my nig
4855,3,0,3,0,1,@SlumLord_Laffy bitch.....k?
4856,3,0,3,0,1,@Smilesbakedthis Are the guns for being a bad bitch ? &#128516;
4857,3,0,3,0,1,@Smokee_SMB damn I just got called a hoe
4858,3,0,3,0,1,@Smokey_Bahr Go get that sum bitch
4859,3,1,2,0,1,@SoTrippyWhit remember that African bitch we used to work with at CMI?!
4860,3,1,2,0,1,"@SoTrippyWhit right! These bitches be like ""damn I hope I get this job at Target"" BITCH DO BETTER!!! Still livin with ya momma ass hoe"
4861,3,0,0,3,2,@SoWavyTee hey Hun!
4862,3,1,2,0,1,@SoftestMuffin @TorahBlaze @_tee13 billy goat hillbillies you sucking &amp; fucking. You disgraceful brazzen faced unabashed pig
4863,3,3,0,0,0,"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"
4864,3,2,1,0,0,"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils"
4865,3,1,2,0,1,"@SoftestMuffin @_tee13 @TorahBlaze in other words you are accustomed to niggers so muchYour Almighty one can be next to u, but yo nigger"
4866,3,2,1,0,0,"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore"
4867,3,2,1,0,0,@Soldier1eaODGrn I don't give a flying fuck what a teabagger piece of human garbage like you thinks =)
4868,3,2,1,0,0,@Soldier1eaODGrn you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.
4869,4,0,4,0,1,@Solyybee_ hahahah for reals he was like this bitch crazy lol
4870,3,0,0,3,2,@SonnieJohnson is 72% out of wedlock births a lie? latinos in 2nd place.# mostly driven up by illegal aliens w/ anchor babies
4871,3,0,3,0,1,"@SoopDevilles You DID. You crushed his ""I got me an EXOTIC bitch!"" dreams."
4873,3,2,1,0,0,"@SophieRo3 if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live."
4874,3,0,3,0,1,@SoutheastQueen ignore sorry I called you a bitch uncalled for
4875,3,0,3,0,1,@SpecialEd24 gotta turn the hoe into housewife
4876,3,0,3,0,1,"@Sponkymusiclady Besides, ur imposter idol looks nothing like The Word of God described the Saviour of Israel in Revelations. envious bitch!"
4877,3,0,1,2,2,@SportsGrind @RudyJay711 that was my mock done on a simulator check it out pick your team how many rounds and go for it
4880,3,2,1,0,0,@StarIsTheFuture you call @GOPBlackChick house nigger and she's the racist? Fathom the hypocrisy in that statement.
4881,3,0,3,0,1,@StarLavaFox if the bitch don't like it she can't be my bitch
4882,3,0,3,0,1,@StarStunnaTBGH facts &#128514; ... IDC Iont have no bitches so I'm good lol
4883,3,1,0,2,2,"@StarbucksSanae Are you sure about that, slant? They're plagiarists, and you have no idea who I am."
4884,3,2,1,0,0,"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali"
4885,3,1,0,2,2,"@StarkFreeOrDie ...honestly. That's where I'm the most retarded and is why stuck as artist hoping for a fair ""dealer/manager"" situation...."
4886,3,0,3,0,1,@StayGetNutty what u doing bitch boy
4887,3,1,2,0,1,@Staydelusional I texted u fag
4888,3,0,3,0,1,@SteezHOE that's my lil Nigga in the middle . I was locked Wid bitch
4889,3,0,3,0,1,@SteezHOE this was my nigga in that bitch man!
4890,3,1,2,0,1,@StephDaMARTIAN they made up endearing names for us like nigger spook &amp; monkey
4891,3,0,3,0,1,@StephanieSchall @Reinhard96 ooo Logan pulling bitches
4892,3,0,3,0,1,@StephenStone4 you bad little bitch
4893,3,0,1,2,2,@Stephicans mhmm tweet bird &#128037;
4894,3,0,3,0,1,@StephyRae7 LMAO. Let's hangout this weekend hoe
